trade_nm,cty_nm,st_cd,case_violtn_cnt,bw_atp_amt,findings_start_date
Chem Dry,Bowling Green,KY,0,0,11/15/05
First Security Mortgage,Brook Park,OH,5,5360.7,2/1/06
AMC Theatres The Palace Hammond 10,Hammond,LA,29,0,8/28/05
Palace Theatre 10 Houma,Houma,LA,8,0,8/28/05
Washington County Road Department,Fayetteville,AR,12,40989.53,8/29/05
ZeptoMetrix Corporation,Buffalo,NY,12,21457.97,2/15/06
Walgreen Co.,Freehold,NJ,0,0,9/5/06
Baltimore City Public School System,Baltimore,MD,2,0,8/1/06
Spees Farms Inc.,Hancock,WI,1,0,7/1/07
Hessen Forwarding,Brownsville,TX,19,6267.89,9/29/05
James & James Formal Wear,McAllen,TX,4,1117.88,8/30/05
Noble Finance #959,Elsa,TX,2,1357.45,12/3/05
Angie's Pizza,Independence,OH,0,0,1/1/04
Rellos Construction,Lomita,CA,1,7084.5,12/11/09
MPE Event Productions, Inc.,Livonia,MI,26,8910.54,8/15/08
Corner Food Mart,Harlingen,TX,3,1804,1/1/07
Liberty Automotive Service,Cumming,GA,1,0,1/28/12
Hiddenbrooke Golf Club,Vallejo,CA,2,206,11/9/06
El Sombrero Mexican Cocina,Portland,OR,16,1601.27,1/16/06
Ramirez Iron Works,Santa Fe Springs,CA,0,0,3/1/07
CocoPalm Restaurant,Pomona,CA,14,3000.08,11/11/05
Law Enforcement Medical Services,Fontana,CA,2,0,3/24/06
Bellfower Century Inn,Bellflower,CA,2,0,4/25/06
Syngenta Seeds, Inc.,Kunia,HI,0,0,10/25/05
Unibodytech, LLC,Honolulu,HI,16,26442.29,12/1/05
Frontera Produce/Gonzalez, Manuel,Edinburg,TX,0,0,11/8/07
U.S. National Protective Service,Gainesville,FL,2,873.08,2/7/06
Florida Department of Corrections,Sneads,FL,1,288.4,1/12/07
Suwannee Forest Products Inc,Live Oak,FL,17,6634.05,2/11/06
First Nations Mortgage of Ohio,Lakewood,OH,0,0,11/1/05
Childstock Farms, Inc.,Malone,NY,87,102.51,9/11/05
VT Griffin Services Inc.,Sparta,WI,53,48735.21,12/1/05
Kendall County Probation Department,Yorkville,IL,2,6276.22,12/1/05
La Belle Fashions, Inc.,Los Angeles,CA,1,0,8/1/05
Pablo Velazquez,Burgaw,NC,0,0,8/13/07
Stolarczyk Masonry, Inc,Arlington Heights,IL,0,0,11/17/05
Eagle Masonry and Concrete,Lake Villa,IL,0,0,1/19/06
Superior Hydraulics,Midland,TX,0,0,4/30/06
Just US Kids Childcare Center,Washington,PA,8,1149.23,9/24/05
Bell Tech.logix,Richmond,VA,12,1551.41,2/19/06
Aaron Health Care,Allentown,PA,31,13489.19,12/23/05
Web Direct Brands, Inc.,Odessa,FL,5,3072.49,11/26/05
Daytop Village, Springwood,Rhinebeck,NY,41,44392.98,7/1/03
Cobham Haralambakis & LeCann DDS, PA,Raleigh,NC,1,0,11/6/05
Pallet Express,Greensboro,NC,2,0,10/4/05
RWD Travel,Tipton,IA,5,1475.41,11/1/05
Brazport Truck Services,Raynham,MA,2,971.1,8/11/07
Cattron's Lumber & Building,Negaunee,MI,10,9646.06,10/8/05
Rent A Tent,Pueblo,CO,32,4074.03,10/8/06
Oxnard Harvest Company,Oxnard,CA,17,615,3/5/07
Fort Armstrong Supportive Living Center,Rock Island,IL,32,14061.15,10/11/05
Hometowne Lumber Kitchen & Bath Center,Kingsford,MI,1,105.29,10/16/05
7-Eleven,Saint Louis,MO,1,30.9,11/1/05
Meads  Subway Restaurant,Mount Olive,NC,1,0,10/3/05
Quality Energy Services Inc,Houma,LA,2,1245.55,7/15/07
Mr. Salsa #1,Greenville,SC,5,1586,10/2/05
T B L S Ltd.,Island Park,NY,9,22913.15,1/29/06
Extreme Designs Inc.,Farmingdale,NY,10,0,1/1/06
Gompers Center, Inc.,Phoenix,AZ,3,227.7,9/1/06
Behr Dayton Thermal,Troy,MI,1,1687.5,6/25/07
KFC,Los Angeles,CA,0,0,5/15/13
Madison Center and Hospital,South Bend,IN,7,3165.24,3/10/05
Mr. Salsa #3,Greer,SC,4,1616.16,4/14/06
ESTAM,Los Angeles,CA,42,33655.24,10/27/05
Care Plus Home Health Services Inc.,Washington,PA,1,813.25,11/12/05
Best Western Regency Inn,Antioch,IL,8,2050.99,10/31/05
Schunk & Associates, Inc.,New Paltz,NY,1,35000,7/17/06
Lenawee County Health Dept. - Env. Health,Adrian,MI,3,0,1/26/06
Heaven and Earth Landscaping,Indian Trail,NC,188,31670.75,6/12/05
Legends Patio Grill and Bar,Omaha,NE,10,2796.41,7/3/05
Patterson Preschool,Saint Charles,MO,24,4948.94,6/3/05
Clayton Mini Mart,Kilgore,TX,7,3323.21,7/23/05
The Susan Horak Group,Columbia,MO,14,3223.92,7/18/05
Pizza Corner,Valley City,ND,64,6976.45,6/1/05
Kim Phung,Austin,TX,8,25733.19,6/10/05
Desert Dental Group,Victorville,CA,0,0,10/23/05
Jani-King of Cleveland,Broadview Heights,OH,0,0,6/1/05
City of Fort Worth(Code Enforcement),Fort Worth,TX,80,220521.35,7/18/05
Dunbar Tea Shop,Sandwich,MA,3,1433,5/7/05
T.J.'s Gym,Pago Pago,AS,0,0,3/7/06
Dexter Company,Fairfield,IA,0,0,8/2/05
Olson's Greenhouse Garden,Salem,UT,123,24681.16,8/3/05
R. A. Norton & Son Trucking,Woodford,VA,5,0,9/17/05
Super Cell,Paducah,KY,1,1544.98,5/18/05
Bilagaanas,Albuquerque,NM,15,3708.82,7/16/05
Lopez Pallet,Oakland,CA,0,0,2/7/06
Granite Bay Care - Lewiston,Lewiston,ME,2,1829.12,6/22/05
Granite Bay Care - Sanford,Sanford,ME,8,11774.18,6/22/05
CCC&C,Saint Louis,MO,5,8893.42,10/1/01
Rainier Nursery LLC,Kent,WA,40,28457.25,5/24/05
Z's Bar & Restaurant,Grand Rapids,MI,9,728.92,5/15/05
Global Disaster Relief Corporation,La Place,LA,6,1391.95,7/1/06
M&H Construction,La Place,LA,12,8785.6,11/3/06
Easter's Tree Service,La Place,LA,25,7558.02,11/26/05
Dutchess County Public Works,Poughkeepsie,NY,2,0,5/21/06
Carmelo's Italian Restaurant,Austin,TX,0,0,5/2/06
LTD Financial Services,San Antonio,TX,3,3369.62,8/16/05
Pathfinder Mortgage Group, Inc.,San Antonio,TX,15,19879.22,7/16/05
Wilcox Homes of Florida, Inc.,Ocala,FL,26,0,11/7/05
Poppe Automotive Warehouse,San Antonio,TX,7,867,11/30/05
Lifetime Medical Care,Orange Park,FL,3,2529.76,9/20/05
Universal Technologies, Inc.,Stamford,CT,0,0,7/6/05
Zapote Harvesting,Moultrie,GA,2,0,10/1/06
Hill Farm Estate,Annville,PA,0,0,7/13/07
Beachway Liquors LLC,Bradenton,FL,2,687.5,12/1/06
Vallarta's Mexican Restaurant,Tampa,FL,24,185357.87,8/31/05
Linda Justice,Racine,OH,1,0,5/1/07
Cafe 13 & Lounge,Clearwater,FL,42,7680.54,10/13/06
Superior Roofing Concepts, Inc.,Clearwater,FL,25,6527.72,5/6/07
SECCO, Inc.,Camp Hill,PA,8,5371.59,10/15/05
Lincoln Property Co dba Lincoln Shores Apt,Saint Petersburg,FL,1,0,9/3/05
Apple Seeds Christian Growing Center, Inc.,Dunedin,FL,9,1112.56,10/7/05
Madison County Emergency Medical Services,Danielsville,GA,28,27258.72,2/23/05
Pelzer Homes Inc.,Tallahassee,FL,44,29865.47,7/27/05
Summit Landscape Management Inc.,Grandville,MI,7,437.28,7/23/05
Cesar Rodriguez,Gulfport,MS,99,16035.98,6/12/06
Alcor, Inc.,Jenison,MI,6,591.04,7/23/05
A-1 Check Cashing, Inc. - North Jackson,Jackson,MS,6,0,7/22/05
General Electric,Cincinnati,OH,1,0,5/1/07
Pirate's Cove Car Wash,San Antonio,TX,1,0,11/14/12
Great Lakes Roofing Corporation,Menasha,WI,12,3535.3,8/17/05
Hardrock Excavating,Youngstown,OH,12,20982.17,5/24/07
Julia Rest Assoc., dbaRuthy's Bakery & Cafe,New York,NY,1,21.25,6/30/07
Electro-Mech Scoreboard Co.,Wrightsville,GA,9,4421.38,12/11/05
Hartland Inc.,Princeton,KY,6,0,3/4/13
Pritchard Industries Inc.,New York,NY,0,0,8/26/05
Porters Building Center,Kearney,MO,3,0,8/1/05
Roma's Pizza,Chesapeake City,MD,10,216.3,3/1/06
Tim's Brake & Lube Center,Augusta,GA,5,9588.28,11/10/05
Keyfood Supermarket - #23,Bronx,NY,12,60986.75,8/21/05
Springhill Suites-Marriot,Lawton,OK,10,1264.71,3/10/06
Wexler Construction,Hebron,CT,0,0,7/11/05
City Fire Equipment Co.,Gulfport,MS,12,2000.63,10/24/05
Singh Brother Petroleum,Highland Lakes,NJ,2,9132.74,1/1/06
Briar Rose Nursery,Painesville,OH,5,0,8/19/06
JTC Production, Inc.,Corona,NY,0,0,5/1/07
Willowbend Nursery,Perry,OH,83,0,8/5/06
Gast Monuments,Chicago,IL,3,1319.38,8/21/05
Tree Tops Real Estate, Inc,Sevierville,TN,1,421.92,7/17/05
St. Mary ARC - Center of Hope,Centerville,LA,22,1753.62,2/1/07
Denver Manor,Wichita Falls,TX,62,0,7/21/07
Learn and Play Child Care Center,Memphis,TN,37,3616.95,4/1/06
Lester V. & Marvene N. Lukas,Dayton,OR,1,0,1/1/07
Super 8 Motel,Osceola,IA,7,206.25,10/22/05
Tamarack Forestry Service, Inc.,Canton,NY,8,2299.62,11/20/05
Manning Ag Services,Granger,IA,6,10634.13,10/19/05
Crimson Cafe,Tuscaloosa,AL,9,1464.81,11/2/05
Penco Products,West Jordan,UT,2,2488.5,10/14/05
Desert Eagle Construction Inc.,Sandy,UT,12,1000.77,10/28/05
Sasco Excavation,Alton,UT,0,0,9/18/05
Unique Auto Body South Jordan,South Jordan,UT,4,2209.5,8/12/13
Park N Travel,Oakland,CA,5,525.37,1/27/04
Laradon Hall Society for Exceptional Children,Denver,CO,1,93.23,6/12/05
New Jersey Party Works,South Amboy,NJ,2,0,9/3/05
Burkhart Bookkeeping Service, Inc.,Clarksville,TN,4,8319.25,1/25/06
Retreat of Shawnee,Overland Park,KS,6,677.9,1/7/06
East Lampeter Township,Lancaster,PA,1,0,7/12/07
HCR ManorCare,York,PA,0,0,9/1/05
Kally K's Restaurant,Dunedin,FL,11,3791.19,12/23/05
Madison Consulting International, Inc,Tampa,FL,5,1865.68,9/25/05
Sunset Haven / Hillside Estates,Curtis,NE,2,41.78,6/28/04
Sharper Image Pools,Tampa,FL,25,15254.39,9/29/05
Super 8 Motel,San Diego,CA,22,13339.31,9/28/05
Super Eight Motel,Winter Haven,FL,1,29.04,10/28/05
TEK Systems Inc,Tampa,FL,8,10294.01,11/1/05
Hyde Construction & Boring,Athens,TN,17,29642.78,9/9/05
West Coast Car and Truck Sales Inc.,Pinellas Park,FL,6,6612.54,9/15/05
VenturiSoft, Inc.,Clive,IA,1,4134.4,8/1/06
Economart,Williston,ND,22,0,8/28/05
Kinder Care Learning Center,Davenport,IA,0,0,11/2/05
Huddle House,Nahunta,GA,25,984.58,11/9/05
The Shell Station,Fitzgerald,GA,0,0,10/17/05
Big Moe's Eatery and Bakery,Castle Dale,UT,3,356.3,4/6/07
J & S Recruiters,Salt Lake City,UT,1,181.35,10/11/05
Vernon Shop & Save, Inc.,Vernon,AL,26,16715.81,5/25/05
Wilcox Farm, LLC,Kirkville,NY,5,0,1/5/06
California, State of,Sacramento,CA,1,0,1/1/06
Hollywood Bull,McAlester,OK,1,1048.31,2/14/07
US Inspect, LLC,Chantilly,VA,0,0,2/1/07
Leon Construction, Inc. c/o: Burns & McDonnel,Twentynine Palms,CA,1,706,4/16/06
McMurray Fabrics,Aberdeen,NC,0,0,6/14/12
VP Trucking,Las Vegas,NV,2,402.38,10/16/11
R & D Cleaning & General Maintenance, Inc.,Miami,FL,11,5807.32,11/15/05
Metro Air Conditioning Heating Services,Dallas,TX,1,666.18,10/18/05
Arment Contracting,Edina,MO,0,0,1/4/10
City of Seven Points,Kemp,TX,33,5250.89,10/1/05
Geo Logic Environmental Services LLC,Longview,TX,1,2223.59,6/18/06
Mid-Cities Patrol and Security Solutions,Hurst,TX,18,13917.29,11/8/05
North Texas Refrigeration,Mesquite,TX,30,5236.89,10/29/05
Smith & Nelson Inc,Tonasket,WA,1,0,1/1/06
I.H. Shlezinger & Son,Columbus,OH,4,110.61,10/23/05
Precision Coating Co.,Springville,UT,4,0,1/1/06
Michael Jackson Landscape, Inc.,Norcross,GA,70,84283.28,11/8/05
Emmaus Diner, Inc.,Emmaus,PA,2,2417.06,2/11/06
Melina's,Ogden,UT,19,5933.91,11/7/05
Florzall, Inc,Dallas,TX,2,579.6,1/1/04
Abrazo Health Care,Phoenix,AZ,22,7817.1,1/2/12
A & S Fuel,Hewitt,NJ,1,1147.52,1/1/06
People's Cartage,Massillon,OH,2,1494.31,9/1/07
Colucci & Gallaher,Buffalo,NY,1,0,2/20/06
ADP TotalSource.,Charlotte,NC,0,0,8/23/06
Cattaraugus - Little Valley Central,Little Valley,NY,13,4939.57,1/22/06
Webster Comfort Care Home, Inc.,Webster,NY,3,2611.08,2/19/06
Rocky Mountain Pizza,Salt Lake City,UT,15,0,7/1/06
Brian R. Topping, D.D.S., P.C.,Nappanee,IN,0,0,10/22/05
Craig R. Yoder, D.D.S., P.C.,Middlebury,IN,0,0,11/6/05
Crystal Valley Family Dentistry,Middlebury,IN,0,0,10/19/05
Elite Physical Therapy - East Greenwich,East Greenwich,RI,5,6912.78,12/10/11
PowerHouse Gym of San Jacinto,San Jacinto,CA,29,0,10/30/11
Sub Flooring Solutions,Fort Riley,KS,0,0,1/1/13
American Montessori,Plano,TX,10,1221.03,4/2/07
Zehcnas,Colorado Springs,CO,8,8950.18,7/24/05
Intercommunity Action, Inc,Philadelphia,PA,0,0,6/27/05
Cardinal Paving Company,Southampton,NJ,0,0,10/1/03
Rolls-Royce Energy Corporation,Mount Vernon,OH,0,0,1/15/07
Penn Med Consultants, Inc.,Allentown,PA,18,856.92,6/29/05
Matandy Steel and Metal Products, LLC,Hamilton,OH,0,0,10/16/05
Koi Palace Restaurant,Daly City,CA,16,6555.91,5/31/05
Bayou Pawn Ltd.,Houston,TX,3,612.92,6/22/05
J. T. Fencing Co,Houston,TX,37,67131.62,6/21/05
J & S Electrical Contractors,McHenry,IL,7,2222.33,7/15/05
Beijing,Glen Ellyn,IL,9,11909.82,6/4/05
Daimler Chrysler,Toledo,OH,1,41628.54,2/18/07
Agape Medical Plaza,Lubbock,TX,9,4451.08,10/31/05
Double M Mini Mart,Lubbock,TX,6,6619.95,2/6/06
United Food Group,Los Angeles,CA,1,0,7/11/05
SOUTH BEACH HIGH RISE SERVICES, INC.,Atlanta,GA,0,0,10/31/05
Gulab Management, Inc.,Harrington,DE,12,5594.33,5/24/05
MFL,Jonesboro,AR,10,4817.18,5/7/05
Splashes Car Wash,Livermore,CA,21,684.68,8/1/05
Pensacola Lodge,Pensacola,FL,0,0,8/4/05
Juan Barcenas,Trenton,FL,3,0,11/18/08
Doctors Chace, Horvat and Cohen's Office,Winter Park,FL,5,931.57,8/11/05
The Quality Inn Airport,Orlando,FL,1,698.75,7/12/06
Hampton Inn,Hope Hull,AL,1,0,11/26/05
Deer Creek Country Club,Jacksonville,FL,2,2837.16,4/22/05
Sign Art of Auburn,Auburn,AL,5,1275.49,10/1/05
Clermont Scapes,Groveland,FL,5,8772.87,8/28/05
Lincoln County Public Hospital District No. 1,Odessa,WA,2,85.05,12/3/05
Seaport Gas and Food Mart,Seattle,WA,11,3200.91,3/5/06
Quiznos Sub Montgomery NE,Albuquerque,NM,2,0,9/25/05
Patrick Michel Trucking,Belle Chasse,LA,6,7126.04,9/30/05
Dean's Construction,La Place,LA,5,2779.84,10/13/05
Lemon Grass Restaurant,Moultonborough,NH,4,1841,4/1/06
A1 Landscaping,Londonderry,NH,0,0,10/22/05
American Satellite and Entertainment,Concord,NH,7,2808.53,11/19/05
Walgreens Drug Store,Oklahoma City,OK,0,0,11/5/05
Cantrell Energy,Ada,OK,8,2072.01,7/10/05
Oakmont Resort,Pigeon Forge,TN,1,742.14,8/29/05
Memorial Herman Healthcare Systems,Houston,TX,1,0,12/26/06
Neighborhood Market #2,Monmouth,OR,2,21.34,11/1/11
Creative Learning Academy,Richmond,VA,1,0,9/15/05
LexCare Pharmacy, Inc.,Lexington,VA,6,1454.52,11/17/05
Auntie Anne's,Lincoln,NE,6,0,7/1/06
Paperific #2,Brooklyn,NY,13,55709.27,7/12/05
Joe Roots Grill,Erie,PA,48,14377.72,4/3/05
Columbus Application Provider, Inc.,Englewood,NJ,1,5372,2/1/06
Diamond Group,Dallas,TX,47,16979.57,4/1/01
Sleep Cheap,West New York,NJ,6,6703.7,11/12/05
Reno and White Contractors, Inc.,Louisville,KY,24,12117.5,6/25/07
H and H Produce-Emigdio Torres,Pharr,TX,0,0,4/22/07
Surgical Digital Video, Inc.,Largo,FL,30,20129.55,8/24/05
LA Labor,Sulphur,LA,19,44343.98,8/8/05
Red Star,Brooklyn,NY,0,0,6/20/13
Nicolas Vela,Kingsburg,CA,1,0,9/1/09
Metropolitan Baptist,Newark,NJ,5,0,10/10/05
Prime Health Care,Jersey City,NJ,1,0,8/13/05
East Coast Brokers & Packers  1- Anchor Motel,Mappsville,VA,2,0,8/17/06
Townville Subway,Townville,SC,8,1282.81,7/26/05
Med-Stat Health Care, Inc.,Bloomfield,NJ,1,0,9/2/05
SEPTA Transit Police Department,Philadelphia,PA,0,0,8/5/05
Dorfman Design Builders,Indianapolis,IN,1,0,7/25/05
Richard and Scott Tyson,Nashville,NC,0,0,11/3/05
Fast Track Cash,Knoxville,TN,1,83.51,9/27/05
Daniel J. Nance,Lake View,SC,6,0,8/8/07
Econo Lodge Gateway,Savannah,GA,15,1391.55,7/21/05
Palman Electric Inc.,Huntingdon Valley,PA,5,12105.83,8/19/05
AC Roman & Associates,Lynbrook,NY,1,497.94,10/1/05
Jodee Plastics, Inc.,Hicksville,NY,2,657.08,10/2/05
Brandis Design Built,Clearwater,FL,0,0,11/9/11
Evans Machinery, Inc.,Glendale,AZ,1,1100.59,3/26/06
Meadows Care Center (The),Joplin,MO,9,345.73,12/3/05
Queen's Beauty Supply Store,Oklahoma City,OK,9,1296.58,10/11/05
Cleos furniture,Pine Bluff,AR,2,1432.24,11/23/05
Lucky T & C,Santa Ana,CA,11,3932.25,7/30/05
Superior Home Improvement,Salt Lake City,UT,1,20.3,10/6/05
One Eyed Jacks,Sturgis,SD,44,2510.07,9/20/05
Family Medicine of Palms West,Loxahatchee,FL,3,3081.56,11/19/05
SSC Contractors,San Antonio,TX,2,1522.36,10/29/05
Canyon Lake Diner,Canyon Lake,TX,7,561.96,2/26/06
Stop & Save,Fitzgerald,GA,2,0,10/17/05
AT&T,Arlington,TX,0,0,10/30/05
Mary's Diner,Cleveland,OH,3,233.1,9/3/05
Duffield Construction, Inc.,Rapid City,SD,8,1968.93,12/7/05
Herrera Trucking,Poway,CA,2,1062.17,7/21/05
Alejandro Moreno Trucking,Poway,CA,4,1493.09,7/21/05
The Walker Center,Merion Station,PA,3,1200.69,3/25/07
Cancun Mexican Restaurant,Friendsville,TN,37,34026.37,12/1/05
Harward Technologies, Inc.,Melrose Park,IL,9,81498.6,9/1/05
South City Limits,Traverse City,MI,0,0,9/15/05
Anderson Columbia Construction Inc.,Holt,FL,5,24933.83,9/28/05
Paquette Maintenance,Minneapolis,MN,106,0,1/1/06
University of Maryland College Park,College Park,MD,1,0,4/3/07
Genex Technologies, Inc.,Newark,DE,1,8994.8,5/1/06
Sunrise Edina Assisted Living, L.L.C.,Minneapolis,MN,0,0,2/15/07
Ohio Dept of MR/DD,  Montgomery Developmental,Dayton,OH,1,0,8/16/07
Church's Chicken,Tifton,GA,0,0,11/7/05
All Points Removal Service,Daytona Beach,FL,5,4240.4,10/22/05
IHOP,La Vista,NE,2,193.73,4/24/06
Dairy Queen,Augusta,GA,5,2324.7,1/5/06
Thomas School of Horsemanship,Melville,NY,14,21229.81,2/21/06
Tamarlane Industries,Beaver Dam,KY,20,3283.17,12/3/05
Tecom,Austin,TX,26,14472.75,10/8/05
Magritte, Pontefresco, Passion, Que Pasta,San Juan,PR,5,0,10/23/05
Almaraz, Pedro - FLC,Columbus,NM,7,0,8/29/07
Bob's Tire Sales & Auto Repair,Solvay,NY,1,670.26,1/3/06
Lori's Hospital Gift Shop,Carrollton,TX,2,1787.12,11/5/05
Dexter Foundry, Inc.,Fairfield,IA,0,0,8/2/05
Southwoods Family Restaurant,Petoskey,MI,0,0,10/16/06
Dorignac's Food Center,Metairie,LA,2,3807.83,9/18/05
Rouse's Supermarket,Metairie,LA,1,1028.91,10/3/05
Pizza Hut,Carlisle,PA,0,0,12/7/05
Information Network Association,Harrisburg,PA,26,29245.1,1/4/06
Smurfit-Stone Container Corp,Knoxville,TN,1,0,8/11/07
Quizno's,Columbus,NE,3,0,2/6/06
Quality Case & Fixtures,Beaumont,TX,3,561,2/19/12
Air Property Maintenance,Lompoc,CA,36,23673.28,10/14/05
Firestone Complete Auto Care,Garden Grove,CA,7,16835,2/24/06
Ground Round,Port Jefferson Station,NY,1,660.84,9/1/05
Securitas Security Services,Liverpool,NY,0,0,11/16/05
Thon Pham,Laurel,DE,1,0,8/15/07
Port Service, Inc,New Haven,CT,0,0,6/18/07
E-Z Food Mart,Leesburg,GA,3,6909,10/27/05
Club Libby Lu,Middletown,NY,2,0,9/12/05
Agro Harvesting, Inc.,Hilo,HI,4,0,12/5/11
Premier Mortgage Funding, Inc.,Hermitage,PA,0,0,10/17/07
East Carolina Power Sports,Greenville,NC,1,0,7/1/06
Tay Con Magnolia House,Daphne,AL,18,7759.51,4/3/04
Skky Mountain Custom Homes,Lakewood,CO,32,12976.51,12/19/05
dba UPS Store #4655,Fort Collins,CO,3,501.41,1/1/06
Best Western Dunkirk/Fredonia,Dunkirk,NY,1,5103.94,10/9/05
Banchetti Banquet Facility and Picnic Grove,Amherst,NY,5,9143.13,1/29/06
Jacobson Farms,Fulton,NY,0,0,10/11/05
RDI Marketing Services, Inc.,Oxford,OH,3,0,11/1/12
Snitzel Inc,Loxahatchee,FL,6,0,9/10/07
Niles Construction Services, Inc.,Flint,MI,12,6822.45,11/1/05
Panera Bread,Edison,NJ,0,0,8/19/05
Clearview Cinemas,Aberdeen,NJ,0,0,6/1/07
Dental Care Alliance, LLC,Sarasota,FL,7,302.75,10/1/04
Evansville Radiology, PC,Evansville,IN,0,0,10/24/05
Ohio Valley Colon & Rectal Surgeons, Inc.,Evansville,IN,0,0,10/19/05
Approved Cash Advance,Valley,AL,9,6464.52,3/17/12
Sea Pier,Boothbay Harbor,ME,4,550.64,12/2/05
Hilton Garden Inn,Fayetteville,NC,4,722.11,10/27/06
Pools, LLC,White Stone,VA,9,4629.46,1/14/06
El Charro,Knoxville,TN,6,1427.06,10/7/05
Pickaway Correctional Institution,Orient,OH,13,24479.67,1/15/05
Allied Electric, LLC,Green Bay,WI,10,12411.32,10/30/05
The Conard Pyle Company,West Grove,PA,2,0,6/13/05
Southland Carpet,Lake Elsinore,CA,3,0,7/28/05
Lauers Supermarket & Bakery,Riviera Beach,MD,4,0,7/12/05
Magdaleno Farm Labor Contractor,Stockton,CA,13,1499.96,1/1/07
Magdaleno Farm Labor Contractor,Stockton,CA,18,2700,1/1/07
Magdaleno Farm Labor Contractor,Stockton,CA,7,1300,1/1/07
Magdaleno Farm Labor Contractor,Stockton,CA,8,1150.02,1/1/07
New Place,Charlotte,NC,0,0,11/21/11
Jo-Ann Fabrics & Crafts Superstore,Fairless Hills,PA,2,0,5/27/05
Wackenhut Corp.,Horsham,PA,155,45726.16,7/22/05
Kabuki Japanese Restaurant,Kansas City,MO,6,12716.74,5/27/05
Best Western Rocky Mount Inn,Rocky Mount,NC,18,9597,6/12/05
Backyard Burgers,Olathe,KS,8,763.93,7/16/06
Advanced Tower Services, Inc.,Albuquerque,NM,28,23743.1,6/27/05
Ray Hodge and Associates,Wichita,KS,1,337.5,7/3/05
Walnut Hill School,Natick,MA,2,2329.94,12/7/05
EXECUTIVE HEALTH OF CORAL GABLES,Coconut Grove,FL,13,4629.51,10/2/05
Bake Meister,Norristown,PA,12,3312.42,6/19/05
Facilities Management International, Inc.,Columbus,GA,56,44622.03,10/1/06
Stevenson Lumber - Suffield,Suffield,CT,8,15903.72,5/29/05
Becerra, Luis Alfonso FLC,Arcadia,FL,6,0,10/23/03
Play & Learn,Hatboro,PA,5,346.25,7/26/02
Grand China Buffet,Albuquerque,NM,20,14222.79,7/1/05
Moment of Impact, Inc.,Brooklyn Park,MN,2,13364,10/16/06
Doctor's Diet Program, Inc.,Nashville,TN,30,12024.73,4/1/06
ASPI Services,Nashville,TN,4,3522.5,3/28/06
Specialized Security Consultants, Inc,Mount Juliet,TN,0,0,4/29/07
Woodards Market,Lynchburg,TN,9,923.57,2/21/06
Alert Protective Services,Sarasota,FL,21,4535.64,8/21/05
Valle De Oro Farm Labor,Orosi,CA,6,0,5/20/07
Children's Behaviorial Health,Altoona,PA,309,184166.67,8/20/05
Right at Home,Tulsa,OK,0,0,4/27/09
A & A Home Health,Huntsville,AL,6,2389.65,4/26/08
Elite Nutrition Centers (Sandy South),Sandy,UT,3,540.89,5/27/07
Soundasleep Lab, LLC,Saginaw,MI,9,13231.39,7/1/07
Thai Elephant Restaurant,Hillsboro,OR,0,0,3/20/05
A&N Associates, LLC,Plainfield,CT,1,0,7/10/11
Goodsprings Enterprises, Inc.,Jean,NV,34,48248.99,7/1/03
Someplace Fun,Galt,CA,5,0,7/1/06
Sushi-Ko Inc.,Las Vegas,NV,42,51805.82,1/1/06
Milford School District,Milford,DE,1,0,12/27/07
Herff Jones Graduate Services,Ridgeland,MS,18,1013.18,8/20/05
East Coast Brokers  AGER  (Red-Gray Fox Camp),Mappsville,VA,1,0,7/19/06
Red Mesa Grill,Traverse City,MI,2,74.52,9/1/05
Palafox, Rogelio, FLC  -  Anchor Motel,Arcadia,FL,2,0,7/19/05
East Coast Brokers 2-  Cabins, Trailer, House,Arcadia,FL,2,0,8/17/06
Duer Camp -  East Coast Brokers,Painter,VA,0,0,7/16/05
Westside Property Management,Salt Lake City,UT,4,2707.84,8/9/05
Compass Environmental, Inc.,Chicago,IL,0,0,10/28/05
Gov. Off. of Homeland Sec/Emerg Preparedness,Baton Rouge,LA,1,1229.72,6/18/07
Ennis Inn,Ennis,TX,8,4396.02,7/18/05
Ultimate Technology Solutions, Inc.,Lisle,IL,24,72420.71,5/16/05
GTM Electric Supply,Saint Albans,VT,0,0,10/20/02
Drazen Orchards,Cheshire,CT,1,0,6/23/12
Westfield Insurance,Westfield Center,OH,0,0,4/15/12
Tower Automotive,Chicago,IL,0,0,1/1/07
AGAE Contracting, Inc.,Chicago,IL,0,0,9/7/06
Chevron,Fayetteville,GA,3,15644.12,5/28/05
Pavement Maintenance Services, LLC,Bridgeport,CT,3,615.04,4/1/06
Blue Hill at Stone Barns LLC,Tarrytown,NY,83,103029.24,7/31/05
Pacific Tomato Growers AGERSweety Parker Camp,Cheriton,VA,1,0,7/17/07
CNMI Division of Youth Services,Saipan,MP,3,1149.76,11/21/05
Mount Royal Towers,Birmingham,AL,15,57.15,10/31/05
A-1 Quick Cash Advance, Inc.,Albertville,AL,18,4860.99,8/29/05
Clairmont Auto Service, Inc.,Birmingham,AL,1,0,10/17/05
Farr's Rigging, Inc.,Montgomery,PA,6,2424.71,10/29/05
Syngenta Seeds Field 252,Pekin,IL,1,0,7/18/07
Jose & Rosa Almaraz,Weslaco,TX,3,0,7/5/07
Dimare Ruskin, Inc.,Ruskin,FL,2,0,8/1/05
Life Care Center of Pensacola,Pensacola,FL,2,0,6/1/06
